,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
1972,Maruti Alto LXi,2011,135000,78000,Petrol,Individual,Manual,First Owner
1973,Maruti Wagon R,2011,170000,40000,Petrol,Individual,Manual,Second Owner
1974,Hyundai Verna 1.6,2014,550000,100000,Petrol,Individual,Manual,First Owner
1975,Honda City 1.5,2009,250000,70000,Petrol,Individual,Manual,Third Owner
1976,Hyundai Elantra CRDi,2014,650000,30000,Diesel,Individual,Manual,Second Owner
1977,Honda City 1.5,2008,210000,77000,Petrol,Individual,Automatic,Third Owner
1978,Volkswagen Vento Diesel,2011,260000,150000,Diesel,Individual,Manual,First Owner
1979,Maruti Swift Dzire,2016,750000,69000,Diesel,Individual,Manual,First Owner
1980,Maruti Ritz VDi,2012,220000,120000,Diesel,Individual,Manual,Second Owner
1981,Hyundai Getz 1.3,2008,110000,110000,Petrol,Individual,Manual,Second Owner
1982,Mahindra Quanto C6,2013,220000,110000,Diesel,Individual,Manual,First Owner
1983,Tata Indigo LX,2009,130000,50000,Diesel,Individual,Manual,First Owner
1984,Hyundai i20 1.2,2012,330000,44000,Petrol,Individual,Manual,First Owner
1985,Honda City 1.5,2010,254999,90000,Petrol,Individual,Manual,Second Owner
1986,Hyundai Verna 1.6,2014,600000,50000,Petrol,Individual,Manual,Second Owner
1987,Hyundai i10 Magna,2012,210000,50000,Petrol,Individual,Manual,First Owner
1988,Chevrolet Enjoy TCDi,2014,300000,146000,Diesel,Individual,Manual,First Owner
1989,Tata Tiago 1.2,2018,426000,15000,Petrol,Individual,Automatic,First Owner
1990,Maruti Alto K10,2015,265000,60000,Petrol,Individual,Manual,First Owner
1991,Hyundai Xcent 1.2,2016,450000,35000,Petrol,Individual,Manual,Second Owner
1992,Hyundai Verna 1.6,2012,480000,80000,Diesel,Individual,Manual,First Owner
1993,Tata Nano Lx,2010,40000,90000,Petrol,Individual,Manual,First Owner
1994,Honda City 1.5,2011,395000,70000,Petrol,Individual,Manual,Second Owner
1995,Maruti Wagon R,2013,229999,62000,Petrol,Individual,Manual,Second Owner
1996,Ford Ecosport 1.5,2018,875000,10000,Petrol,Individual,Automatic,First Owner
1997,Maruti Eeco 5,2010,170000,80000,CNG,Individual,Manual,Fourth & Above Owner
1998,Hyundai i20 Sportz,2015,500000,35000,Petrol,Individual,Manual,Second Owner
1999,Maruti Ignis 1.2,2019,450000,40000,Petrol,Individual,Manual,First Owner
2000,Maruti Ertiga VDI,2012,550000,120000,Diesel,Individual,Manual,Third Owner
2001,Tata Manza Aura,2013,200000,60000,Petrol,Individual,Manual,First Owner
2002,Tata Indica GLS,2008,80000,90000,Petrol,Individual,Manual,Second Owner
2003,Ford Aspire Titanium,2019,675000,15000,Diesel,Individual,Manual,First Owner
2004,Maruti Eeco 7,2017,260000,30000,Petrol,Individual,Manual,First Owner
2005,Toyota Innova 2.5,2012,730000,110000,Diesel,Individual,Manual,Second Owner
2006,Nissan Terrano XL,2016,525000,100000,Diesel,Individual,Manual,Second Owner
2007,Nissan Terrano XL,2016,525000,105000,Diesel,Individual,Manual,Second Owner
2008,Toyota Corolla Altis,2012,420000,95000,Diesel,Individual,Manual,Second Owner
2009,Honda Amaze SX,2015,500000,70000,Petrol,Individual,Manual,First Owner
2010,Maruti Wagon R,2009,165000,76000,Petrol,Individual,Manual,Second Owner
2011,Hyundai Verna 1.6,2014,650000,70000,Diesel,Individual,Manual,Second Owner
2012,Chevrolet Beat Diesel,2013,195000,46000,Diesel,Individual,Manual,First Owner
2013,Maruti Esteem Lxi,2006,90000,90000,Petrol,Individual,Manual,First Owner
2014,Hyundai Xcent 1.1,2016,515000,50000,Diesel,Individual,Manual,First Owner
2015,Honda Jazz 1.5,2017,700000,24585,Diesel,Dealer,Manual,Test Drive Car
2016,Toyota Etios GD,2011,220000,110000,Diesel,Individual,Manual,Third Owner
2017,Hyundai Santro Magna,2019,520000,10000,CNG,Individual,Manual,First Owner
2018,Fiat Linea Emotion,2010,170000,100000,Petrol,Individual,Manual,First Owner
2019,Ford Figo Diesel,2011,190000,110000,Diesel,Individual,Manual,Second Owner
2020,Ford Figo Diesel,2011,150000,100000,Diesel,Individual,Manual,Second Owner
2021,Maruti Zen Estilo,2009,125000,65000,Petrol,Individual,Manual,First Owner
2022,Honda Amaze EX,2015,290000,40000,Diesel,Individual,Manual,Third Owner
2023,Maruti Celerio X,2019,490000,13900,Petrol,Individual,Manual,First Owner
2024,Tata Tigor 1.2,2017,434999,17563,Petrol,Individual,Manual,First Owner
2025,Tata Zest Revotron,2016,380000,15000,Petrol,Individual,Manual,First Owner
2026,Volkswagen Polo Diesel,2012,200000,82000,Diesel,Individual,Manual,Second Owner
2027,Ford Figo 1.5D,2016,495000,40000,Diesel,Individual,Manual,First Owner
2028,Toyota Innova 2.5,2014,894999,173000,Diesel,Individual,Manual,Third Owner
2029,Mahindra XUV500 W6,2014,600000,151000,Diesel,Individual,Manual,Second Owner
2030,Honda Brio S,2015,300000,50000,Petrol,Individual,Manual,First Owner
2031,Honda Amaze E,2017,430000,15000,Petrol,Individual,Manual,First Owner
2032,Honda Amaze E,2017,370000,80000,Diesel,Individual,Manual,First Owner
2033,Maruti Baleno Zeta,2019,750000,11000,Petrol,Individual,Manual,First Owner
2034,Maruti Alto K10,2016,300000,50000,CNG,Individual,Manual,First Owner
2035,BMW X1 sDrive20d,2012,700000,120000,Diesel,Individual,Automatic,Second Owner
2036,Maruti Wagon R,2007,100000,70000,LPG,Individual,Manual,Third Owner
2037,Hyundai Grand i10,2015,300000,90000,Petrol,Individual,Manual,First Owner
2038,Hyundai i20 Asta,2016,650000,40000,Diesel,Individual,Manual,First Owner
2039,Maruti Swift VDI,2017,509999,25000,Diesel,Individual,Manual,First Owner
2040,Hyundai Verna CRDi,2010,280000,120000,Diesel,Individual,Manual,Second Owner
2041,Maruti Swift DDiS,2017,600000,120000,Diesel,Individual,Manual,First Owner
2042,Skoda Rapid 1.6,2013,210000,120000,Diesel,Individual,Manual,Third Owner
2043,Hyundai EON Magna,2018,245000,30000,Petrol,Individual,Manual,First Owner
2044,Hyundai Grand i10,2016,375000,25000,Petrol,Individual,Manual,First Owner
2045,Mahindra Scorpio 1.99,2015,150000,55000,Diesel,Individual,Manual,Second Owner
2046,Maruti Ertiga VDI,2014,500000,100000,Diesel,Individual,Manual,Second Owner
2047,Maruti Alto LXi,2007,75000,40000,Petrol,Individual,Manual,Second Owner
2048,Hyundai Sonata AT,2006,225000,80000,Petrol,Individual,Automatic,Third Owner
2049,Hyundai Sonata 2.4L,2006,275000,80000,Petrol,Individual,Automatic,Fourth & Above Owner
2050,Mahindra Bolero Power,2018,620000,35000,Diesel,Individual,Manual,First Owner
2051,Nissan X-Trail SLX,2010,600000,110000,Diesel,Individual,Manual,Second Owner
2052,Mahindra Xylo E8,2011,275000,160000,Diesel,Individual,Manual,First Owner
2053,Tata Indigo TDI,2013,125000,125000,Diesel,Individual,Manual,First Owner
2054,Tata Indigo GLS,2011,80000,62000,Petrol,Individual,Manual,Second Owner
2055,Nissan Micra Diesel,2011,199000,120000,Diesel,Individual,Manual,Second Owner
2056,Nissan Micra XL,2016,440000,33000,Petrol,Individual,Manual,Second Owner
2057,Maruti Swift Dzire,2013,250000,80000,Diesel,Individual,Manual,Fourth & Above Owner
2058,Hyundai i20 1.4,2017,700000,35000,Diesel,Individual,Manual,First Owner
2059,Hyundai Grand i10,2015,450000,50000,Diesel,Individual,Manual,First Owner
2060,Maruti Alto 800,2019,240000,5000,Petrol,Individual,Manual,First Owner
2061,Ford EcoSport 1.5,2016,650000,81595,Diesel,Dealer,Manual,First Owner
2062,Hyundai Getz GLS,2005,71000,22000,Petrol,Individual,Manual,First Owner
2063,Maruti Swift VXI,2015,400000,40000,Petrol,Individual,Manual,First Owner
2064,Maruti Alto LXi,2008,130000,40000,Petrol,Individual,Manual,Second Owner
2065,Mahindra Scorpio 2.6,2013,300000,70000,Diesel,Individual,Manual,Second Owner
2066,Honda Amaze VX,2018,800000,13500,Petrol,Dealer,Manual,First Owner
2067,Maruti Ritz VDI,2013,490000,40000,Diesel,Individual,Manual,First Owner
2068,Honda Jazz 1.2,2018,836000,9700,Petrol,Dealer,Manual,First Owner
2069,Volkswagen Polo Petrol,2012,375000,62000,Petrol,Individual,Manual,Second Owner
2070,Tata Nano Std,2009,35000,50000,Petrol,Individual,Manual,Third Owner
2071,Hyundai Elite i20,2018,700000,27000,Petrol,Individual,Manual,First Owner
2072,Maruti Alto K10,2016,350000,40000,Petrol,Individual,Manual,First Owner
2073,Hyundai i10 Magna,2009,254999,80000,Petrol,Individual,Manual,Second Owner
2074,Hyundai i20 Asta,2016,750000,80000,Diesel,Individual,Manual,First Owner
2075,Maruti Ritz VDi,2012,325000,119000,Diesel,Individual,Manual,Second Owner
2076,Maruti Celerio ZXI,2017,509999,25000,Petrol,Individual,Automatic,First Owner
2077,Nissan Micra XL,2013,363000,28740,Petrol,Individual,Manual,First Owner
2078,Maruti Alto K10,2010,229999,48500,Petrol,Individual,Manual,First Owner
2079,Nissan Sunny XL,2012,290000,110000,Petrol,Individual,Manual,Second Owner
2080,Maruti Swift VXI,2018,550000,30000,Petrol,Individual,Manual,First Owner
2081,Tata Indica Vista,2011,125000,120000,Diesel,Individual,Manual,Second Owner
2082,Toyota Innova 2.5,2008,350000,140000,Diesel,Individual,Manual,Second Owner
2083,Hyundai Verna 1.6,2011,390000,90000,Diesel,Individual,Manual,First Owner
2084,Maruti Celerio VXI,2015,220000,45000,Petrol,Individual,Manual,First Owner
2085,Hyundai Santro Xing,2005,140000,80000,Petrol,Individual,Manual,Third Owner
2086,Maruti Wagon R,2018,370000,15000,Petrol,Individual,Automatic,First Owner
2087,Maruti Swift Dzire,2019,650000,20000,Diesel,Individual,Manual,First Owner
2088,Maruti Alto 800,2017,280000,37000,Petrol,Individual,Manual,First Owner
2089,Maruti Swift Dzire,2016,540000,80000,Diesel,Individual,Manual,First Owner
2090,Maruti Ciaz Sigma,2018,800000,20000,Petrol,Individual,Manual,First Owner
2091,Ford Figo 1.5D,2016,515000,25000,Diesel,Individual,Manual,First Owner
2092,Hyundai i20 1.2,2010,220000,96000,Petrol,Individual,Manual,Third Owner
2093,Chevrolet Spark 1.0,2013,165000,53000,Petrol,Dealer,Manual,First Owner
2094,Fiat Linea 1.3,2010,221000,65000,Diesel,Dealer,Manual,First Owner
2095,Chevrolet Beat LT,2015,245000,43000,Petrol,Dealer,Manual,First Owner
2096,Ford Figo 1.2P,2012,260000,42000,Petrol,Dealer,Manual,First Owner
2097,Skoda Superb Elegance,2011,550000,73000,Diesel,Dealer,Automatic,First Owner
2098,Hyundai Grand i10,2015,434999,29000,Petrol,Dealer,Manual,First Owner
2099,Tata Safari Storme,2013,450000,95000,Diesel,Dealer,Manual,First Owner
2100,Chevrolet Sail 1.2,2014,290000,25000,Petrol,Individual,Manual,First Owner
2101,Volkswagen Vento 1.0,2011,305000,53000,Petrol,Dealer,Manual,Second Owner
2102,Ford Classic 1.6,2011,265000,20000,Petrol,Dealer,Manual,First Owner
2103,Honda Brio 1.2,2014,325000,57000,Petrol,Dealer,Manual,First Owner
2104,Chevrolet Cruze LTZ,2014,550000,52000,Diesel,Dealer,Manual,First Owner
2105,Maruti Zen Estilo,2008,105000,40000,Petrol,Individual,Manual,First Owner
2106,Honda Brio 1.2,2012,275000,47000,Petrol,Dealer,Manual,First Owner
2107,Honda City 1.5,2012,434999,47000,Petrol,Dealer,Manual,Second Owner
2108,Hyundai Verna 1.6,2016,690000,73000,Diesel,Dealer,Manual,First Owner
2109,Honda Brio V,2012,249000,42000,Petrol,Dealer,Manual,Second Owner
2110,Hyundai EON D,2012,204999,60000,Petrol,Dealer,Manual,Third Owner
2111,Maruti Wagon R,2015,190000,120000,Petrol,Individual,Manual,First Owner
2112,Maruti Alto LXi,2012,150000,50000,Petrol,Individual,Manual,First Owner
2113,Mahindra Bolero Power,2018,900000,25000,Diesel,Individual,Manual,First Owner
2114,Maruti Ertiga ZXI,2019,950000,11000,Petrol,Individual,Automatic,First Owner
2115,Maruti Swift Dzire,2013,475000,80000,Petrol,Individual,Manual,First Owner
2116,Ford Fiesta Titanium,2013,450000,75000,Diesel,Individual,Manual,Second Owner
2117,Mahindra Bolero SLX,2007,300000,100000,Diesel,Individual,Manual,Second Owner
2118,Honda City i,2014,350000,60000,Diesel,Individual,Manual,Second Owner
2119,Tata Indica Vista,2011,229999,160000,Diesel,Individual,Manual,Second Owner
2120,Hyundai Creta 1.6,2015,821000,50000,Petrol,Individual,Manual,First Owner
2121,Maruti Alto K10,2014,200000,80000,Petrol,Individual,Manual,Second Owner
2122,Maruti Alto 800,2016,220000,60000,Petrol,Individual,Manual,Second Owner
2123,Ford Figo Aspire,2015,459999,148620,Diesel,Dealer,Manual,First Owner
2124,Maruti SX4 ZDI,2012,310000,70000,Diesel,Individual,Manual,Second Owner
2125,Hyundai Elite i20,2018,815000,42000,Diesel,Individual,Manual,First Owner
2126,Chevrolet Optra Magnum,2011,170000,150000,Diesel,Individual,Manual,Second Owner
2127,Hyundai Santro Xing,2010,155000,90000,Petrol,Individual,Manual,Fourth & Above Owner
2128,Mahindra TUV 300,2017,400000,120000,Diesel,Individual,Manual,First Owner
2129,Mahindra Quanto C4,2016,400000,80000,Diesel,Individual,Manual,Second Owner
2130,Tata Indica Vista,2010,250000,80000,Diesel,Individual,Manual,Second Owner
2131,Tata Indigo GLX,2008,150000,50000,Petrol,Individual,Manual,Third Owner
2132,Volkswagen Vento 1.5,2014,325000,70000,Diesel,Individual,Automatic,First Owner
2133,Hyundai Elite i20,2019,738000,8000,Petrol,Individual,Automatic,First Owner
2134,Maruti Alto K10,2016,300000,30000,Petrol,Individual,Manual,First Owner
2135,Tata Indica Vista,2012,150000,110000,Diesel,Individual,Manual,First Owner
2136,Volkswagen Vento IPL,2011,280000,110000,Diesel,Individual,Manual,First Owner
2137,Hyundai Santro GS,2006,100000,120000,Petrol,Individual,Manual,Second Owner
2138,Maruti Swift VXi,2008,150000,100000,Petrol,Individual,Manual,Second Owner
2139,Maruti Swift Dzire,2014,380000,100000,Diesel,Individual,Manual,Second Owner
2140,Maruti Alto LX,2006,90000,60000,Petrol,Individual,Manual,Second Owner
2141,Skoda Fabia 1.2,2011,275000,60000,Diesel,Individual,Manual,Second Owner
2142,Maruti Zen Estilo,2009,180000,41090,Petrol,Individual,Manual,First Owner
2143,Maruti Alto 800,2014,200000,40000,Petrol,Individual,Manual,First Owner
2144,Toyota Corolla Altis,2011,500000,40000,Petrol,Individual,Manual,Second Owner
2145,Ford Fiesta 1.6,2010,300000,70000,Petrol,Individual,Manual,Second Owner
2146,Hyundai Verna 1.6,2015,765000,80000,Diesel,Individual,Manual,Second Owner
2147,Maruti Swift Dzire,2017,650000,90000,Diesel,Individual,Manual,First Owner
2148,Maruti Wagon R,2017,380000,19000,Petrol,Individual,Manual,First Owner
2149,Maruti Swift Dzire,2014,480000,110000,Diesel,Individual,Manual,Second Owner
2150,Maruti Zen Estilo,2010,145000,68000,CNG,Individual,Manual,Second Owner
2151,Maruti Ritz VDi,2011,280000,120000,Diesel,Individual,Manual,Second Owner
2152,Maruti Swift Dzire,2014,254999,30000,Diesel,Individual,Manual,First Owner
2153,Tata Bolt Revotron,2016,300000,90000,Petrol,Individual,Manual,Second Owner
2154,Maruti Swift VDI,2015,480000,140000,Diesel,Individual,Manual,Third Owner
2155,Skoda Rapid Monte,2017,850000,44500,Petrol,Individual,Automatic,First Owner
2156,Hyundai i20 Asta,2014,350000,52000,Diesel,Individual,Manual,Second Owner
2157,Hyundai i20 Active,2016,650000,26000,Petrol,Individual,Manual,First Owner
2158,Tata New Safari,2007,550000,80000,Petrol,Individual,Manual,Second Owner
2159,Maruti Celerio VXI,2015,300000,35000,Petrol,Individual,Manual,First Owner
2160,Maruti Swift 1.3,2008,150000,60000,Petrol,Individual,Manual,Second Owner
2161,Hyundai Grand i10,2014,300000,120000,Petrol,Individual,Manual,First Owner
2162,Tata Manza ELAN,2011,180000,80000,Diesel,Individual,Manual,Third Owner
2163,Ford Fiesta 1.4,2009,110000,100000,Diesel,Individual,Manual,Fourth & Above Owner
2164,Hyundai Grand i10,2015,425000,12000,Petrol,Individual,Manual,First Owner
2165,Honda Amaze VX,2016,700000,35000,Diesel,Individual,Manual,First Owner
2166,Maruti Zen Estilo,2010,130000,50000,Petrol,Individual,Manual,Second Owner
2167,Maruti Swift Dzire,2017,650000,67000,Diesel,Individual,Manual,First Owner
2168,Renault Duster Petrol,2013,400000,100000,Petrol,Individual,Manual,Second Owner
2169,Mahindra TUV 300,2017,800000,60000,Diesel,Individual,Manual,First Owner
2170,Mahindra Bolero Power,2017,675000,70000,Diesel,Individual,Manual,First Owner
2171,Maruti Omni E,2017,210000,50000,Petrol,Individual,Manual,Fourth & Above Owner
2172,Tata New Safari,2009,150000,120000,Diesel,Individual,Manual,Third Owner
2173,Maruti Omni CNG,2007,45000,100000,CNG,Individual,Manual,Fourth & Above Owner
2174,Hyundai i20 Sportz,2015,516000,90000,Petrol,Individual,Manual,First Owner
2175,Hyundai i20 Sportz,2014,450000,80000,Petrol,Individual,Manual,First Owner
2176,Chevrolet Spark 1.0,2012,134000,90000,Petrol,Individual,Manual,Second Owner
2177,Toyota Etios VD,2014,509999,157000,Diesel,Individual,Manual,Second Owner
2178,Volkswagen Polo 1.2,2016,500000,20000,Petrol,Individual,Manual,First Owner
2179,Maruti Zen Estilo,2008,130000,80000,Petrol,Individual,Manual,Fourth & Above Owner
2180,Maruti Swift ZDi,2015,575000,60000,Diesel,Individual,Manual,First Owner
2181,Hyundai Elite i20,2015,550000,49000,Petrol,Individual,Manual,First Owner
2182,Tata Indica Vista,2009,145000,89255,Diesel,Individual,Manual,First Owner
2183,Maruti Alto 800,2020,347000,5000,Petrol,Individual,Manual,First Owner
2184,Tata Indica Vista,2013,275000,110000,Diesel,Individual,Manual,First Owner
2185,Chevrolet Beat Diesel,2012,160000,90000,Diesel,Individual,Manual,Second Owner
2186,Fiat Grande Punto,2010,150000,63000,Diesel,Individual,Manual,Third Owner
2187,Honda Mobilio S,2015,550000,23000,Petrol,Individual,Manual,First Owner
2188,Mahindra Quanto C6,2013,349000,100000,Diesel,Individual,Manual,First Owner
2189,Tata Indica Vista,2008,110000,90000,Diesel,Individual,Manual,Third Owner
2190,Maruti Wagon R,2008,110000,70000,Petrol,Individual,Manual,Third Owner
2191,Renault KWID RXE,2018,245000,5550,Petrol,Individual,Manual,Second Owner
2192,Maruti Alto K10,2014,180000,100000,Petrol,Individual,Manual,Second Owner
2193,Maruti Wagon R,2014,290000,80000,Petrol,Individual,Manual,Second Owner
2194,Hyundai i20 Magna,2010,250000,40000,Petrol,Individual,Manual,First Owner
2195,Tata Indigo TDI,2010,150000,100000,Diesel,Individual,Manual,First Owner
2196,Skoda Laura L,2006,500000,75000,Diesel,Individual,Manual,Second Owner
2197,Mahindra Quanto C4,2013,290000,150000,Diesel,Individual,Manual,Fourth & Above Owner
2198,Maruti Alto STD,2009,72000,70000,Petrol,Individual,Manual,First Owner
2199,Maruti Ritz VDi,2014,250000,115000,Diesel,Individual,Manual,First Owner
2200,Maruti Swift AMT,2019,575000,25000,Petrol,Individual,Automatic,First Owner
2201,Hyundai Santro Magna,2019,425000,15000,Petrol,Individual,Manual,First Owner
2202,Maruti Eeco CNG,2019,470000,10000,CNG,Individual,Manual,First Owner
2203,Toyota Etios VX,2012,220000,80000,Petrol,Individual,Manual,Third Owner
2204,Maruti Alto 800,2020,310000,1700,Petrol,Individual,Manual,First Owner
2205,Ford Figo 1.5D,2016,400000,45217,Diesel,Dealer,Manual,First Owner
2206,Hyundai EON Magna,2018,310000,20000,Petrol,Individual,Manual,First Owner
2207,Maruti Ciaz ZDi,2017,750000,50000,Diesel,Individual,Manual,First Owner
2208,Tata New Safari,2009,204999,120000,Diesel,Individual,Manual,Second Owner
2209,Maruti Swift 1.3,2010,260000,50000,Petrol,Individual,Manual,First Owner
2210,Maruti Alto LXi,2012,180000,40000,Petrol,Individual,Manual,Second Owner
2211,Mahindra Renault Logan,2007,125000,110000,Diesel,Individual,Manual,Second Owner
2212,Maruti Swift VDI,2014,420000,155000,Diesel,Individual,Manual,First Owner
2213,Maruti Alto K10,2011,220000,70000,Petrol,Individual,Manual,Second Owner
2214,Maruti Alto K10,2010,200000,70000,Petrol,Individual,Manual,Third Owner
2215,Ford Ikon 1.4,2009,130000,100000,Diesel,Individual,Manual,Third Owner
2216,Tata Tiago XT,2016,335000,41000,Petrol,Dealer,Manual,First Owner
2217,Honda City V,2011,434999,97000,Petrol,Dealer,Automatic,Second Owner
2218,Honda City i,2014,500000,60000,Petrol,Individual,Manual,First Owner
2219,Maruti Alto K10,2017,290000,60000,Petrol,Individual,Manual,First Owner
2220,Ford Ecosport 1.5,2014,475000,48000,Petrol,Dealer,Automatic,Second Owner
2221,Hyundai Xcent 1.2,2019,600000,80000,Petrol,Individual,Manual,First Owner
2222,Hyundai i20 Asta,2013,300000,70000,Diesel,Individual,Manual,Second Owner
